Date	Adj. Open	Adj. Close	S&P Open
1990-12-12	1.22951649235	1.22580474444	326.440002
1990-12-13	1.22178368422	1.26044772486	330.140015
1990-12-14	1.2449821086	1.23353755257	329.339996
1990-12-17	1.20631806796	1.2412703607	326.820007
1990-12-18	1.26818053299	1.30684457362	326.019989
1990-12-19	1.31457738175	1.2954000176	330.040009
1990-12-20	1.27591334111	1.36097423052	330.200012
1990-12-21	1.36870703865	1.39190546303	330.119995
1990-12-24	1.3841726549	1.36097423052	331.73999
1990-12-26	1.36097423052	1.35324142239	329.890015
1990-12-27	1.33777580614	1.34550861426	330.850006
1990-12-28	1.33777580614	1.33004299801	328.290009
1990-12-31	1.33004299801	1.33004299801	328.709991
1991-01-02	1.32231018988	1.34550861426	330.200012
1991-01-03	1.34550861426	1.33004299801	326.459991
1991-01-04	1.33004299801	1.33777580614	321.910004
1991-01-07	1.33004299801	1.33777580614	320.970001
1991-01-08	1.35324142239	1.33777580614	315.440002
1991-01-09	1.36870703865	1.39963827116	314.899994
1991-01-10	1.41510388742	1.45778898828	311.51001
1991-01-11	1.45376792806	1.45376792806	314.529999
1991-01-14	1.42283669554	1.43056950367	315.230011
1991-01-15	1.4383023118	1.44603511993	312.48999
1991-01-16	1.45376792806	1.53882881746	313.730011
1991-01-17	1.62388970687	1.58522566623	316.25
1991-01-18	1.50789758495	1.55429443372	327.929993
1991-01-21	1.53882881746	1.56976004998	332.230011
1991-01-22	1.5774928581	1.58522566623	331.059998
1991-01-23	1.58522566623	1.60069128249	328.299988
1991-01-24	1.59295847436	1.61244515084	330.209991
1991-01-25	1.60842409062	1.65482093938	334.779999
1991-01-28	1.64708813126	1.68575217189	336.059998
1991-01-29	1.67801936377	1.66255374751	336.029999
1991-01-30	1.64708813126	1.71668340441	335.799988
1991-01-31	1.71668340441	1.71668340441	340.920013
1991-02-01	1.71668340441	1.72441621253	343.910004
1991-02-04	1.72441621253	1.70895059628	343.049988
1991-02-05	1.70895059628	1.78627867756	348.339996
1991-02-06	1.78627867756	1.75936850527	351.26001
1991-02-07	1.76308025317	1.78627867756	358.070007
1991-02-08	1.77854586943	1.85216220281	356.519989
1991-02-11	1.85587395071	1.89855905158	359.359985
1991-02-12	1.88680518322	1.85587395071	368.579987
1991-02-13	1.85587395071	1.85587395071	365.5
1991-02-14	1.85587395071	1.7671013134	369.019989
1991-02-15	1.77450033473	1.78627867756	364.230011
1991-02-19	1.78224924448	1.85973834207	369.059998
1991-02-20	1.84424052255	1.8907339811	369.369995
1991-02-21	1.89848289086	1.82874270304	365.140015
1991-02-22	1.82874270304	1.85198943231	364.970001
1991-02-25	1.86748725183	1.797747064	365.649994
1991-02-26	1.78224924448	1.80549597376	367.26001
1991-02-27	1.80549597376	1.80549597376	362.809998
1991-02-28	1.80549597376	1.77450033473	367.730011
1991-03-01	1.76675142497	1.78999815424	367.070007
1991-03-04	1.797747064	1.80952540683	370.470001
1991-03-05	1.82874270304	1.95675469225	369.329987
1991-03-06	1.98372089821	1.95272525917	376.720001
1991-03-07	1.96822307869	2.08445672507	376.160004
1991-03-08	2.09995454459	2.01471653724	375.910004
1991-03-11	1.99921871773	1.96822307869	374.940002
1991-03-12	1.95272525917	1.94900578249	372.959991
1991-03-13	1.94497634942	2.05346108604	370.029999
1991-03-14	2.06895890555	2.022465447	374.589996
1991-03-15	2.03796326652	2.05346108604	373.5
1991-03-18	2.03796326652	2.09995454459	373.589996
1991-03-19	2.06120999579	2.1541969129	372.109985
1991-03-20	2.14644800314	2.09995454459	366.589996
1991-03-21	2.1154523641	2.00696762748	367.940002
1991-03-22	1.98372089821	1.96047416893	366.579987
1991-03-25	1.96822307869	1.99921871773	367.480011
1991-03-26	2.00696762748	2.16969473242	369.829987
1991-03-27	2.16969473242	2.14644800314	376.279999
1991-03-28	2.14644800314	2.10770345435	375.350006
1991-04-01	2.10770345435	2.12320127386	375.220001
1991-04-02	2.13869909338	2.25493273976	371.299988
1991-04-03	2.24718383	2.16969473242	379.5
1991-04-04	2.16969473242	2.21618819097	378.940002
1991-04-05	2.22393710073	2.15016747982	379.779999
1991-04-08	2.14644800314	2.16969473242	375.350006
1991-04-09	2.16194582266	2.13095018362	378.649994
1991-04-10	2.12320127386	2.07267838224	373.570007
1991-04-11	2.09995454459	2.20069037145	373.149994
1991-04-12	2.21618819097	2.22393710073	377.649994
1991-04-15	1.91398071038	1.9294785299	380.399994
1991-04-16	1.96047416893	1.99146980797	381.190002
1991-04-17	2.01471653724	1.96047416893	387.619995
1991-04-18	1.94497634942	1.8907339811	390.450012
1991-04-19	1.8907339811	1.84826995563	388.459991
1991-04-22	1.84424052255	1.90623180062	384.190002
1991-04-23	1.9294785299	1.90623180062	380.950012
1991-04-24	1.91398071038	1.88298507135	381.76001
1991-04-25	1.85198943231	1.81324488352	382.890015
1991-04-26	1.81324488352	1.81727431659	379.25
1991-04-29	1.81324488352	1.80549597376	379.01001
1991-04-30	1.78999815424	1.7047601469	373.660004
1991-05-01	1.48779067366	1.46454394438	375.350006
1991-05-02	1.4800417639	1.51878631269	380.290009
1991-05-03	1.51878631269	1.51878631269	380.519989
1991-05-06	1.50328849317	1.55753086148	380.779999
1991-05-07	1.58077759076	1.56930920432	380.079987
1991-05-08	1.573028681	1.54203304197	377.329987
1991-05-09	1.54978195173	1.573028681	378.51001
1991-05-10	1.59627541028	1.58852650052	383.26001
1991-05-13	1.61952213955	1.63501995907	375.73999
1991-05-14	1.63501995907	1.65826668835	375.51001
1991-05-15	1.59627541028	1.56527977124	371.549988
1991-05-16	1.58077759076	1.51878631269	368.570007
1991-05-17	1.51103740293	1.45679503462	372.190002
1991-05-20	1.46851558898	1.37527650396	372.390015
1991-05-21	1.40635619897	1.40635619897	372.279999
1991-05-22	1.42189604647	1.43743589397	375.350006
1991-05-23	1.44520581772	1.40262663557	376.190002
1991-05-24	1.41412612272	1.42593640682	374.970001
1991-05-28	1.42966597022	1.42966597022	377.48999
1991-05-29	1.43743589397	1.46074566522	381.940002
1991-05-30	1.46074566522	1.48032587308	382.790009
1991-05-31	1.47628551273	1.46074566522	386.959991
1991-06-03	1.46074566522	1.53067497898	389.809998
1991-06-04	1.53844490274	1.52694541558	388.059998
1991-06-05	1.53067497898	1.49182536023	387.73999
1991-06-06	1.49959528398	1.44924617807	385.100006
1991-06-07	1.43743589397	1.43370633057	383.630005
1991-06-10	1.42966597022	1.42966597022	379.429993
1991-06-11	1.39858627521	1.38708678806	378.570007
1991-06-12	1.36750658021	1.3171574743	381.049988
1991-06-13	1.3208870377	1.30938755055	376.649994
1991-06-14	1.32865696145	1.27830785555	377.630005
1991-06-17	1.2742674952	1.3053471902	382.299988
1991-06-18	1.31311711395	1.30938755055	380.130005
1991-06-19	1.29757726645	1.29757726645	378.570007
1991-06-20	1.28203741895	1.3053471902	375.089996
1991-06-21	1.3053471902	1.3053471902	375.420013
1991-06-24	1.29757726645	1.29757726645	377.73999
1991-06-25	1.3053471902	1.3171574743	370.940002
1991-06-26	1.32865696145	1.3364268852	370.649994
1991-06-27	1.3208870377	1.3208870377	371.589996
1991-06-28	1.31311711395	1.2898073427	374.399994
1991-07-01	1.31311711395	1.3208870377	371.179993
1991-07-02	1.31311711395	1.31311711395	377.920013
1991-07-03	1.31311711395	1.34046724556	377.470001
1991-07-05	1.3364268852	1.41816648307	373.339996
1991-07-08	1.40635619897	1.45297574147	374.089996
1991-07-09	1.46851558898	1.45701610182	377.940002
1991-07-10	1.47628551273	1.46851558898	376.109985
1991-07-11	1.46074566522	1.45297574147	375.730011
1991-07-12	1.46851558898	1.45297574147	376.970001
1991-07-15	1.45297574147	1.41412612272	380.279999
1991-07-16	1.41412612272	1.35973665646	382.390015
1991-07-17	1.35196673271	1.3208870377	381.5
1991-07-18	1.36750658021	1.39485671181	381.179993
1991-07-19	1.40635619897	1.42966597022	385.380005
1991-07-22	1.42189604647	1.42966597022	384.209991
1991-07-23	1.43743589397	1.39858627521	382.880005
1991-07-24	1.40635619897	1.39858627521	379.420013
1991-07-25	1.40635619897	1.40635619897	378.640015
1991-07-26	1.42189604647	1.39485671181	380.959991
1991-07-29	1.40635619897	1.41412612272	380.929993
1991-07-30	1.41412612272	1.44520581772	383.149994
1991-07-31	1.44520581772	1.43743589397	386.690002
1991-08-01	1.42966597022	1.52694541558	387.809998
1991-08-02	1.54621482649	1.55398475024	387.119995
1991-08-05	1.54621482649	1.50736520773	387.170013
1991-08-06	1.51513513148	1.53844490274	385.059998
1991-08-07	1.53844490274	1.56579503434	390.619995
1991-08-08	1.57729452149	1.56952459774	390.559998
1991-08-09	1.56952459774	1.57729452149	389.320007
1991-08-12	1.57729452149	1.6083742165	387.109985
1991-08-13	1.61614414025	1.66276368275	388.019989
1991-08-14	1.70161330151	1.70565366186	389.619995
1991-08-15	1.70938322526	1.654993759	389.910004
1991-08-16	1.6394539115	1.654993759	389.329987
1991-08-19	1.5421006134	1.57325416114	385.579987
1991-08-20	1.60440770889	1.58883093501	376.470001
1991-08-21	1.63556125663	1.67450319131	379.549988
1991-08-22	1.68229157825	1.69007996519	390.589996
1991-08-23	1.68229157825	1.6511380305	391.329987
1991-08-26	1.6511380305	1.6511380305	394.170013
1991-08-27	1.6511380305	1.68229157825	393.850006
1991-08-28	1.68229157825	1.65892641744	393.059998
1991-08-29	1.65892641744	1.6511380305	396.649994
1991-08-30	1.6511380305	1.6511380305	396.470001
1991-09-03	1.64334964357	1.63556125663	395.429993
1991-09-04	1.64334964357	1.60440770889	392.149994
1991-09-05	1.60440770889	1.58883093501	389.970001
1991-09-06	1.58883093501	1.60440770889	389.140015
1991-09-09	1.61219609582	1.65892641744	389.109985
1991-09-10	1.64334964357	1.56172734848	388.570007
1991-09-11	1.58104254808	1.57325416114	384.559998
1991-09-12	1.59661932195	1.57730412235	385.089996
1991-09-13	1.55767738727	1.51499702686	387.160004
1991-09-16	1.53431222646	1.47200513097	383.589996
1991-09-17	1.46421674403	1.52652383952	385.779999
1991-09-18	1.51873545259	1.56172734848	385.48999
1991-09-19	1.5654657742	1.54988900033	386.940002
1991-09-20	1.54988900033	1.57730412235	387.559998
1991-09-23	1.55767738727	1.5421006134	387.899994
1991-09-24	1.5421006134	1.5654657742	385.920013
1991-09-25	1.5654657742	1.57325416114	387.720001
1991-09-26	1.5654657742	1.55767738727	386.869995
1991-09-27	1.55767738727	1.52652383952	386.48999
1991-09-30	1.53431222646	1.5421006134	385.910004
1991-10-01	1.53431222646	1.58104254808	387.859985
1991-10-02	1.61219609582	1.54988900033	389.200012
1991-10-03	1.55767738727	1.48758190484	388.230011
1991-10-04	1.49537029178	1.50315867871	384.470001
1991-10-07	1.49537029178	1.49942025298	381.220001
1991-10-08	1.49942025298	1.50315867871	379.5
1991-10-09	1.50315867871	1.49537029178	380.570007
1991-10-10	1.51873545259	1.48758190484	376.799988
1991-10-11	1.49942025298	1.51094706565	380.549988
1991-10-14	1.52652383952	1.55393896154	381.450012
1991-10-15	1.57325416114	1.63556125663	386.470001
1991-10-16	1.63556125663	1.66671480438	391.01001
1991-10-17	1.6511380305	1.6318228309	392.790009
