date	close
13-Dec-10	298.2306093
14-Dec-10	298.3760583
15-Dec-10	296.063921
16-Dec-10	296.771104
17-Dec-10	296.3146951
20-Dec-10	298.4512905
21-Dec-10	302.4686919
22-Dec-10	303.6824386
23-Dec-10	303.0504878
27-Dec-10	302.1226236
28-Dec-10	300.3872667
29-Dec-10	301.430487
30-Dec-10	300.3571738
31-Dec-10	297.904603
3-Jan-11	303.1106736
4-Jan-11	301.9922211
5-Jan-11	305.4779813
6-Jan-11	307.6998399
7-Jan-11	309.1743917
10-Jan-11	308.0559392
11-Jan-11	308.958726
12-Jan-11	309.3900575
13-Jan-11	309.2997788
14-Jan-11	313.056375
18-Jan-11	320.8052952
19-Jan-11	316.8530952
20-Jan-11	314.355385
21-Jan-11	306.8622544
24-Jan-11	306.4860932
25-Jan-11	310.9147641
26-Jan-11	309.2044846
27-Jan-11	309.3499336
28-Jan-11	301.4254716
31-Jan-11	301.1094962
1-Feb-11	306.4660313
2-Feb-11	306.9475176
3-Feb-11	306.0196534
4-Feb-11	306.4359384
7-Feb-11	308.0985708
8-Feb-11	310.1473953
9-Feb-11	309.2044846
10-Feb-11	309.1743917
11-Feb-11	313.2168705
14-Feb-11	315.0475215
15-Feb-11	313.0413286
16-Feb-11	313.076437
17-Feb-11	313.5980471
18-Feb-11	316.0155096
22-Feb-11	306.0497462
23-Feb-11	306.6064648
24-Feb-11	305.3525942
25-Feb-11	305.964483
28-Feb-11	307.6496851
1-Mar-11	301.3101155
2-Mar-11	301.3251619
3-Mar-11	305.7237399
4-Mar-11	301.2398987
7-Mar-11	296.7460266
8-Mar-11	297.0720329
9-Mar-11	296.8011969
10-Mar-11	291.0484386
11-Mar-11	289.2478805
14-Mar-11	285.8774764
15-Mar-11	285.6618106
16-Mar-11	279.4125197
17-Mar-11	281.5491151
18-Mar-11	281.3986507
21-Mar-11	289.1425554
22-Mar-11	289.5538249
23-Mar-11	291.9813184
24-Mar-11	294.3536415
25-Mar-11	290.7675716
