date	close
2-Nov-12	75.76546196
5-Nov-12	76.79280117
6-Nov-12	76.56009297
7-Nov-12	73.64433115
8-Nov-12	70.97151295
9-Nov-12	72.20023408
12-Nov-12	71.64196444
13-Nov-12	71.65093899
14-Nov-12	70.85669154
15-Nov-12	69.37061207
16-Nov-12	69.6422241
19-Nov-12	74.66427526
20-Nov-12	74.02858695
21-Nov-12	74.13240135
23-Nov-12	75.42579201
26-Nov-12	77.80536686
27-Nov-12	77.17846833
28-Nov-12	76.93562764
29-Nov-12	77.7829305
30-Nov-12	77.24445765
3-Dec-12	77.36455821
4-Dec-12	75.99929199
5-Dec-12	71.10907429
6-Dec-12	72.22458414
7-Dec-12	70.37760908
10-Dec-12	69.92504113
11-Dec-12	71.45165124
12-Dec-12	71.13648625
13-Dec-12	69.90776513
14-Dec-12	67.28191813
17-Dec-12	68.47447711
18-Dec-12	70.46339519
19-Dec-12	69.46167733
20-Dec-12	68.85724156
21-Dec-12	68.54046643
24-Dec-12	68.65106453
26-Dec-12	67.70497566
27-Dec-12	67.97691764
28-Dec-12	67.2548889
31-Dec-12	70.23545489
2-Jan-13	72.460232
3-Jan-13	71.54507892
4-Jan-13	69.55274259
7-Jan-13	69.14360881
8-Jan-13	69.32969869
9-Jan-13	68.24615406
10-Jan-13	69.09213714
11-Jan-13	68.66848571
14-Jan-13	66.22028196
15-Jan-13	64.13106011
16-Jan-13	66.79306925
17-Jan-13	66.34302209
18-Jan-13	65.98931934
22-Jan-13	66.61885745
23-Jan-13	67.83768018
24-Jan-13	59.45637673
25-Jan-13	58.05476359
28-Jan-13	59.36795104
29-Jan-13	60.48185075
30-Jan-13	60.29180151
31-Jan-13	60.11495013
1-Feb-13	59.86815008
4-Feb-13	58.37626355
5-Feb-13	60.42562785
6-Feb-13	60.3604304
7-Feb-13	62.1447816
8-Feb-13	63.04200667
11-Feb-13	63.6989984
12-Feb-13	62.10230941
13-Feb-13	61.98418362
14-Feb-13	61.92843887
15-Feb-13	61.07501324
19-Feb-13	61.05244989
20-Feb-13	59.57388668
21-Feb-13	59.20358225
22-Feb-13	59.83402886
25-Feb-13	58.77089678
26-Feb-13	59.58981375
27-Feb-13	59.0058211
28-Feb-13	58.58508094
1-Mar-13	57.1343901
4-Mar-13	55.75138933
5-Mar-13	57.22384716
6-Mar-13	56.49624541
7-Mar-13	57.14925537
8-Mar-13	57.30029711
11-Mar-13	58.11655956
12-Mar-13	56.86362987
13-Mar-13	56.85301183
14-Mar-13	57.40382308
15-Mar-13	58.8850408
18-Mar-13	60.48571157
19-Mar-13	60.32245908
20-Mar-13	60.00259037
21-Mar-13	60.08886202
22-Mar-13	61.30728305
25-Mar-13	61.5289348
26-Mar-13	61.20455343
27-Mar-13	60.00259037
28-Mar-13	58.7523152
1-Apr-13	56.92733816
2-Apr-13	57.04440215
3-Apr-13	57.33613302
4-Apr-13	56.7693947
5-Apr-13	56.16947497
8-Apr-13	56.56897904
9-Apr-13	56.67117775
10-Apr-13	57.82721775
11-Apr-13	57.64671093
12-Apr-13	57.04546395
15-Apr-13	55.72484421
16-Apr-13	56.57296081
