Date,Adj. Open,Adj. Close,S&P Open,Adj. Volume,Adj. High,Adj. Low
2010-12-13,42.4264384207,42.0732880562,109953900.0,42.5166879583,41.9856544472,1242.52002
2010-12-14,42.0811358421,41.892788981,87752000.0,42.1870809514,41.7240615846,1241.839966
2010-12-15,41.8548580159,41.9019447312,104328000.0,42.2472473098,41.7489129066,1241.579956
2010-12-16,41.997426126,42.0183535551,80507700.0,42.1962367016,41.8679376591,1236.339966
2010-12-17,42.0680561989,41.934643839,96732300.0,42.088983628,41.8849411951,1243.630005
2010-12-20,42.064132306,42.1439181291,96402600.0,42.2799464177,41.6233483325,1245.76001
2010-12-21,42.2472473098,42.4048570095,64088500.0,42.4290543493,42.1229907001,1249.430054
2010-12-22,42.4251304564,42.5297676014,66480400.0,42.603013603,42.319185347,1254.939941
2010-12-23,42.5088401724,42.3257251686,55789300.0,42.5284596371,42.2694827032,1257.530029
2010-12-27,42.2278763584,42.4669853144,62454000.0,42.5663906022,42.0536685915,1254.660034
2010-12-28,42.6278910842,42.5703144951,43981000.0,42.7259622484,42.5166879583,1259.099976
2010-12-29,42.6684118186,42.5467711375,40784800.0,42.6984949978,42.5219198156,1258.780029
2010-12-30,42.5716224595,42.3335729545,39373600.0,42.5755463524,42.2537871314,1259.439941
2010-12-31,42.2407074883,42.1896968801,48377000.0,42.3100295969,42.0262013409,1256.76001
2011-01-03,42.5925498885,43.1065798635,111284600.0,43.1968294011,42.4874549559,1257.619995
2011-01-04,43.4819656213,43.3315497253,77270200.0,43.4898134072,42.920848931,1272.949951
2011-01-05,43.1039639348,43.6860080541,63879900.0,43.7304788408,43.0974241133,1268.780029
2011-01-06,43.7801030068,43.6506930177,75107200.0,43.8495035933,43.5421319797,1276.290039
2011-01-07,43.6847000898,43.9632964885,77982800.0,43.9933796677,43.4113355484,1274.410034
2011-01-10,44.3177548173,44.7918918808,112140000.0,44.893259115,44.1006327413,1270.839966
2011-01-11,45.1090732267,44.6852927893,111027000.0,45.1195369412,44.4014645333,1272.579956
2011-01-12,44.8958750437,45.0489068683,75647600.0,45.0502148326,44.7323795045,1275.650024
2011-01-13,45.1456962274,45.2137103717,74195100.0,45.3392749458,44.9743529024,1285.780029
2011-01-14,45.2411776223,45.5799403793,77210000.0,45.5799403793,45.0515227969,1282.900024
2011-01-18,43.1000400419,44.5558043223,470249500.0,45.093704646,42.6396366037,1293.219971
2011-01-19,45.5629368433,44.3190627816,283903200.0,45.5956359511,44.0627017763,1294.52002
2011-01-20,44.0038433822,43.5133567648,191197300.0,44.2484327087,43.1785179007,1280.849976
2011-01-21,43.6559248749,42.7338100343,188600300.0,43.8011089137,42.7220383554,1283.630005
2011-01-24,42.753429499,44.1372557421,143670800.0,44.1372557421,42.7338100343,1283.290039
2011-01-25,43.9907637391,44.6539016457,136717000.0,44.659133503,43.76056202,1288.170044
2011-01-26,44.8579440786,44.9743529024,126718900.0,45.2032466572,44.6669812889,1291.969971
2011-01-27,44.9651971522,44.8906431864,71256500.0,45.0845881347,44.8410713389,1297.51001
2011-01-28,45.0162077604,43.9606805599,148014300.0,45.0462909396,43.6242721386,1299.630005
2011-01-31,43.9214416305,44.3818450686,94311700.0,44.4760184992,43.7252469835,1276.5
2011-02-01,44.6408220026,45.1286926914,106658300.0,45.2097864788,44.5989671446,1289.140015
2011-02-02,45.0528307612,45.0358272251,64738800.0,45.1574679063,44.935113973,1305.910034
2011-02-03,44.9678130809,44.9207263656,98449400.0,45.0253635106,44.2811318165,1302.77002
2011-02-04,44.9468856519,45.3209634454,80460100.0,45.3471227316,44.9298821158,1307.01001
2011-02-07,45.5027704849,46.0246482458,121255400.0,46.2038393566,45.4700713771,1311.849976
2011-02-08,46.2600818221,46.4588923977,95260200.0,46.5007472557,46.0599632822,1318.76001
2011-02-09,46.4575844334,46.8460498343,120686300.0,46.9559188366,46.4157295754,1322.47998
2011-02-10,46.7453365822,46.372566753,232137500.0,47.0867152679,45.5171580923,1318.130005
2011-02-11,46.4003740743,46.6747065093,91893200.0,46.7989631191,46.2417834014,1318.660034
2011-02-14,46.6668587234,46.9794621943,77604100.0,47.0187011236,46.6563950089,1328.72998
2011-02-15,46.9807701586,47.0736356248,71043700.0,47.082791375,46.7662640112,1330.430054
2011-02-16,47.191352413,47.4961080979,120289400.0,47.7276177813,47.1521134836,1329.51001
2011-02-17,46.7270250818,46.8643613347,132645800.0,47.1220303044,46.631543687,1334.369995
2011-02-18,46.9179878715,45.8519969565,204014300.0,47.0213170523,45.7159686679,1340.380005
2011-02-22,44.7519989692,44.2889796024,218138900.0,45.1770873709,44.1725707786,1338.910034
2011-02-23,44.3099070314,44.8134732919,167963600.0,45.0776820832,44.2889796024,1315.439941
2011-02-24,44.9965882958,44.8474803641,124975200.0,45.1443882631,44.2575884589,1307.089966
2011-02-25,45.1587758706,45.5380855213,95004700.0,45.5734005578,45.0986095122,1307.339966
2011-02-28,45.9409385297,46.1986074994,100768500.0,46.439272933,45.925242958,1321.609985
2011-03-01,46.4942074341,45.6885014173,114034200.0,46.526906542,45.4754340307,1328.640015
2011-03-02,45.7735190977,46.0560393893,150647700.0,46.3477154311,45.5694766648,1305.469971
2011-03-03,46.719177296,47.0291648382,125197100.0,47.0592480173,46.5530658282,1312.369995
2011-03-04,47.0958710181,47.0867152679,113316700.0,47.124646233,46.7924232975,1330.72998
2011-03-07,47.2698302717,46.4798198267,136530800.0,47.3051453082,45.9500942799,1322.719971
2011-03-08,46.4209614326,46.5321383992,89079200.0,46.7466445465,46.0730429253,1311.050049
2011-03-09,46.3921862177,46.1018181402,113326500.0,46.4013419679,45.8572288137,1319.920044
2011-03-10,45.6636500954,45.3431988387,126884800.0,45.7486677757,45.1116891553,1315.719971
2011-03-11,45.1679316208,46.0390358532,117770100.0,46.0821986755,45.1247687984,1293.430054
2011-03-14,46.1946836065,46.2443862504,108989300.0,46.626887334,45.9500942799,1301.189941
2011-03-15,44.7454591477,45.1810112639,180270300.0,45.4962306633,44.4838662851,1288.459961
2011-03-16,44.7323795045,43.1641302932,290502800.0,44.8631759358,42.6736436759,1279.459961
2011-03-17,44.0561619547,43.7697177702,164855600.0,44.4197760337,43.249095655,1261.609985
2011-03-18,44.0954008841,43.2504559379,188303500.0,44.2353530656,43.1628223289,1276.709961
2011-03-21,43.9462929524,44.37922914,102350500.0,44.4367795698,43.8508115576,1281.650024
2011-03-22,44.8056255061,44.6277423595,81480700.0,44.8134732919,44.358301711,1298.290039
2011-03-23,44.3766132114,44.3648415326,93249100.0,44.4995618568,43.9410610952,1292.189941
2011-03-24,44.7127600398,45.1208449055,101178000.0,45.2555652297,44.3216787102,1300.609985
2011-03-25,45.5263138425,45.9801774591,112227500.0,46.0481916034,45.3889775897,1311.800049
2011-03-28,46.1907597135,45.8363013847,77338800.0,46.3437915381,45.8363013847,1315.449951
2011-03-29,45.4726873057,45.904315529,88225200.0,45.904315529,45.2634130156,1309.369995
2011-03-30,45.862460671,45.599559844,82351500.0,45.8938518145,45.4439120908,1321.890015
2011-03-31,45.302651945,45.5835372812,68504800.0,45.7525916687,45.2634130156,1327.439941
2011-04-01,45.9239349937,45.0672183687,104665400.0,45.9863510507,44.9024148652,1329.47998
2011-04-04,45.0345192608,44.6264343952,115021200.0,45.0724502259,44.2615123518,1333.560059
2011-04-05,44.0770893837,44.3256026032,120682800.0,44.7650786124,43.9476009167,1332.030029
2011-04-06,44.6303582881,44.2144256366,100634800.0,44.980892724,44.0967088484,1335.939941
2011-04-07,44.2222734225,44.2196574938,93361800.0,44.5270291074,43.9515248097,1334.819946
2011-04-08,44.4603229274,43.8246522713,94383800.0,44.4904061066,43.6794682326,1336.160034
2011-04-11,43.69385584,43.267459474,99736700.0,43.9044380944,43.1654382576,1329.01001
2011-04-12,43.2269125803,43.476733764,106409800.0,43.6506930177,43.1889816152,1321.959961
2011-04-13,43.8194204141,43.9646044528,86555000.0,43.9659124171,43.4924293358,1314.030029
2011-04-14,43.7906451992,43.4793496927,75450200.0,43.9476009167,43.4322629774,1311.130005
2011-04-15,43.5944505522,42.8305993934,113401400.0,43.6389213389,42.7442737488,1314.540039
2011-04-18,42.6527162469,43.4047957268,152474700.0,43.4544983707,41.8757854449,1313.349976
2011-04-19,43.568291266,44.1908822789,104844600.0,44.2065778507,43.3864842265,1305.98999
2011-04-20,44.9298821158,44.7860060414,175166600.0,45.2228661219,44.6669812889,1319.119995
2011-04-21,46.4327331114,45.8697852711,188452600.0,46.4497366475,45.5851722366,1333.22998
2011-04-25,45.8232217416,46.1723174167,66636500.0,46.2692375723,45.8179898843,1337.140015
2011-04-26,46.2522340362,45.8336854561,84700000.0,46.4314251471,45.6937332746,1336.75
2011-04-27,46.071734961,45.7983704196,89053300.0,46.0861225685,45.3994413042,1348.430054
2011-04-28,45.2804165517,45.3536625532,90239800.0,45.7460518471,45.1927829427,1353.859985
2011-04-29,45.3575864461,45.795754491,251586300.0,46.2953968586,45.342675653,1360.140015
2011-05-02,45.7447438828,45.2921882305,110678400.0,45.8400944812,45.1901670141,1365.209961
2011-05-03,45.515850128,45.5433173786,78337000.0,45.7643633475,45.2058625858,1359.76001
2011-05-04,45.5511651645,45.7225084895,97312600.0,46.0181084242,45.3706660893,1355.900024
2011-05-05,45.5694766648,45.3536625532,83992300.0,45.9030075647,45.2621050513,1344.160034
2011-05-06,45.7382040612,45.3418908744,70033600.0,45.7787509549,45.2830324803,1340.23999
2011-05-09,45.4988465919,45.4648395198,51186800.0,45.6741138099,45.3245734269,1340.199951
2011-05-10,45.6335669162,45.7068129177,70522900.0,45.7382040612,45.3418908744,1348.339966
2011-05-11,45.6505704523,45.4164448402,84000000.0,45.7787509549,45.1561599419,1354.51001
2011-05-12,45.2712608015,45.3301191956,80500000.0,45.4020572328,44.767694541,1339.390015
2011-05-13,45.2110944431,44.5361848576,81529000.0,45.2882643376,44.5165653929,1348.689941
2011-05-16,44.3661494969,43.5944505522,112443800.0,44.6303582881,43.5028930503,1334.77002
2011-05-17,43.4244151915,43.9659124171,113083600.0,43.9659124171,43.2583037238,1326.099976
2011-05-18,44.0090752394,44.4537831059,83694100.0,44.6081228948,43.9476009167,1328.540039
2011-05-19,44.742843219,44.5401087505,65292500.0,44.7865292271,44.2968273883,1342.400024
2011-05-20,44.4132362122,43.8455797003,84492100.0,44.5950432517,43.8194204141,1342.0
2011-05-23,43.158898436,43.7383266266,95900000.0,43.9449849881,43.0869603988,1333.069946
2011-05-24,43.8822027011,43.4492665135,80481800.0,43.9343904772,43.3380895469,1317.699951
2011-05-25,43.6114540883,44.0496221331,73556000.0,44.2824397809,43.5355921581,1316.359985
2011-05-26,43.9436770238,43.8168044854,55640200.0,44.0640097406,43.7429045017,1320.640015
2011-05-27,43.7906451992,44.1320238849,50899800.0,44.1607990997,43.7265549478,1325.689941
2011-05-31,44.6146627164,45.494922699,104438600.0,45.494922699,44.6015830732,1331.099976
2011-06-01,45.6309509876,45.1914749784,138670700.0,46.0576089465,45.0789900475,1345.199951
2011-06-02,45.3209634454,45.2689064657,84695800.0,45.5145421637,45.0332112965,1314.550049
2011-06-03,44.8867192935,44.9207263656,78312500.0,45.1679316208,44.7336874688,1312.939941
2011-06-06,45.1038413694,44.2144256366,115485300.0,45.3929014826,44.1843424574,1300.26001
2011-06-07,44.2314291726,43.4296470488,132446300.0,44.2379689942,43.4113355484,1286.310059
2011-06-08,43.3956399766,43.455806335,83430900.0,43.7906451992,43.2478400093,1284.630005
2011-06-09,43.5879107307,43.3577090116,68772200.0,43.6428452318,43.2609196524,1279.630005
2011-06-10,43.2347603661,42.6265569606,108488800.0,43.3799444049,42.5755463524,1288.599976
2011-06-13,42.7965923213,42.7181144625,82368300.0,42.94177636,42.5179959226,1271.310059
2011-06-14,43.1628223289,43.4819656213,83642300.0,43.5879107307,43.0725727913,1272.219971
2011-06-15,43.1301232211,42.7377339272,99799000.0,43.2020612583,42.4931446007,1287.869995
2011-06-16,42.7573533919,42.5297676014,127647800.0,42.9903149157,41.6364279757,1265.530029
2011-06-17,43.0307179333,41.8888650881,153755000.0,43.0647250055,41.7711482999,1268.579956
2011-06-20,41.5089014551,41.2427307174,160161400.0,41.5540262239,40.6122919186,1271.5
2011-06-21,41.420613864,42.5480791018,123345600.0,42.6134773175,41.2270351457,1278.400024
2011-06-22,42.5297676014,42.1962367016,97645800.0,43.0189462545,42.1661535224,1295.47998
2011-06-23,41.7162137988,43.3237019394,139939800.0,43.3838682978,41.6089607251,1286.599976
2011-06-24,43.3420134398,42.6854153547,109951800.0,43.5748310875,42.5206118512,1283.040039
2011-06-27,42.8476029295,43.4296470488,84953400.0,43.672928411,42.8031321429,1268.439941
2011-06-28,43.6402293032,43.8508115576,73574900.0,44.0391584186,43.6127620526,1280.209961
2011-06-29,43.952832774,43.6912399114,88136300.0,43.9959955963,43.4087196198,1296.849976
2011-06-30,43.777565556,43.9044380944,80738700.0,43.9646044528,43.5342841938,1307.640015
2011-07-01,43.9410610952,44.897183008,108828300.0,44.9285741515,43.7121673404,1320.640015
2011-07-05,44.8631759358,45.7041969891,88763500.0,45.7565155616,44.7977777202,1339.589966
2011-07-06,45.6414147021,46.008952674,111156500.0,46.3150163233,45.3484306959,1337.560059
2011-07-07,46.3895702891,46.7204852603,99915900.0,46.8251224053,46.3019366801,1339.619995
2011-07-08,46.2156110355,47.0487843028,122408300.0,47.0867152679,46.0665031038,1352.390015
2011-07-11,46.6080003294,46.3019366801,110668600.0,47.0566320887,46.1475968912,1343.310059
2011-07-12,46.2404623574,46.2692375723,112902300.0,46.7832675473,45.5982518797,1319.609985
2011-07-13,46.8682852277,46.8277383339,97909700.0,47.0867152679,46.6132321866,1314.449951
2011-07-14,47.2188196635,46.7950392261,107633400.0,47.2972975223,46.6080003294,1317.73999
2011-07-15,47.2397470925,47.7302337099,121116800.0,47.7406974244,46.9781542299,1308.869995
2011-07-18,47.7969398899,48.8917060199,143163300.0,49.0028829865,47.7773204252,1315.939941
2011-07-19,49.4410510313,49.2906351353,204786400.0,49.5260687117,48.8289237328,1307.069946
2011-07-20,51.8110823665,50.6051392699,235335100.0,51.8307018312,50.4874224817,1328.660034
2011-07-21,50.6116790915,50.6561498781,131633600.0,51.0184559928,50.212749976,1325.650024
2011-07-22,50.7908702023,51.4422364302,129182200.0,51.671130185,50.7163162365,1343.800049
2011-07-25,51.0563869579,52.122377873,147451500.0,52.3185725199,50.960905563,1344.319946
2011-07-26,52.3185725199,52.7645883506,119145600.0,52.9071564608,52.2767176619,1337.390015
2011-07-27,52.3957424144,51.349370964,164831100.0,52.6638750985,51.2918205342,1331.910034
2011-07-28,51.2224984256,51.2486577119,148508500.0,51.9248752617,50.7660188804,1304.839966
2011-07-29,50.701928629,51.0733904939,158146100.0,51.6842098281,50.2258296191,1300.119995
2011-08-01,52.0282044424,51.8934841182,153209000.0,52.2531743043,51.3205957491,1292.589966
2011-08-02,52.0112009064,50.8680400968,159884900.0,52.0439000142,50.7947940953,1286.560059
2011-08-03,51.1387887096,51.3467550354,183127000.0,51.474935538,49.9956279,1254.25
2011-08-04,50.9334383124,49.3586492796,217851900.0,51.1832594962,49.356033351,1260.22998
2011-08-05,49.7601943237,48.8681626622,301147700.0,50.1604314035,47.4228620964,1200.280029
2011-08-08,47.3077612368,46.1986074994,285958400.0,48.1030035391,46.1737561774,1198.47998
2011-08-09,47.2567506286,48.9191732704,270645900.0,48.9976511292,46.4327331114,1120.22998
2011-08-10,48.5450954769,47.5693540994,219664200.0,49.0028829865,47.4137063462,1171.77002
2011-08-11,48.4626937252,48.8786263767,185492300.0,49.1075201315,47.7040744237,1121.300049
2011-08-12,49.4502067815,49.3089466357,132244000.0,49.6555571786,48.9479484853,1172.869995
