Date,Adj. Open,Adj. Close,S&P Open,Adj. Volume,Adj. High,Adj. Low
2011-08-15,49.6542492143,50.1486597247,115136000.0,50.3527021575,49.4528227101,1178.859985
2011-08-16,49.9014544695,49.7654261809,124687500.0,50.1434278674,49.1873059546,1204.219971
2011-08-17,50.0047836502,49.7601943237,110515300.0,50.2938437634,49.4410510313,1192.890015
2011-08-18,48.5045485832,47.8780336773,212858800.0,48.7412901239,47.2659063788,1189.619995
2011-08-19,47.3705435238,46.5674534357,193972100.0,48.002290287,46.5635295427,1140.469971
2011-08-22,47.6766071731,46.6210799725,133828800.0,47.7250018527,46.4445047902,1123.550049
2011-08-23,47.1259541973,48.8655467336,164208800.0,48.8707785909,46.694325974,1124.359985
2011-08-24,48.8485431975,49.2030015264,156566900.0,49.5666156054,48.4731574397,1162.160034
2011-08-25,47.7511611389,48.8812423054,217836500.0,49.1075201315,47.7406974244,1176.689941
2011-08-26,48.5477114055,50.170895118,160369300.0,50.1996703329,48.4994213631,1158.849976
2011-08-29,50.772558702,51.006684314,101317300.0,51.2068028539,50.7490153443,1177.910034
2011-08-30,50.7817144521,51.0093002426,104480600.0,51.2512736405,50.5148897323,1209.76001
2011-08-31,51.0851621728,50.3343906571,130646600.0,51.282664784,49.9459252561,1213.0
2011-09-01,50.4638791241,49.8373642182,85931300.0,50.66267662,49.7968173245,1219.119995
2011-09-02,49.0146546653,48.9244051277,109734800.0,49.4410510313,48.6340370502,1203.900024
2011-09-06,48.0506849666,49.6686368218,127424500.0,49.7458067162,47.9342761427,1173.969971
2011-09-07,50.4298720519,50.2166738689,87644200.0,50.4351039092,49.9642367565,1165.849976
2011-09-08,50.016555329,50.2441411195,104039600.0,50.8288011674,50.0047836502,1197.97998
2011-09-09,50.2166738689,49.373036887,141203300.0,50.4874224817,49.051277666,1185.369995
2011-09-12,49.1650705613,49.694796108,116958100.0,49.8177447535,48.6431928004,1153.5
2011-09-13,49.9825482569,50.3069234065,110140100.0,50.5148897323,49.7353430017,1162.589966
2011-09-14,50.6208348416,50.919050705,133681100.0,51.2996683201,50.4560313382,1173.319946
2011-09-15,51.1976471037,51.3977656436,104454700.0,51.4893231455,50.9975285638,1189.439941
2011-09-16,51.7352204363,52.3839707356,174628300.0,52.3843631249,51.6685142564,1209.209961
2011-09-19,51.926183226,53.8397350159,205965200.0,54.049009306,51.6913382336,1214.98999
2011-09-20,54.3132180972,54.0777845209,193938500.0,55.3085789394,53.7821845862,1204.5
2011-09-21,54.8874144306,53.9064411959,151494000.0,55.1424674717,53.8881296955,1203.630005
2011-09-22,52.4532928442,52.5566220249,242120200.0,53.6029934753,51.8869442966,1164.550049
2011-09-23,52.3551955207,52.8809971745,136569300.0,53.2001404669,52.2989530552,1128.819946
2011-09-26,52.3002610195,52.7331972071,203219100.0,52.8391423165,51.1806435676,1136.910034
2011-09-27,53.4604253652,52.2217831608,158124400.0,53.5284395094,52.0648274432,1163.319946
2011-09-28,52.3434238419,51.9274911903,107409400.0,52.807751173,51.8620929747,1175.390015
2011-09-29,52.569701668,51.0851621728,162771700.0,52.6076326331,50.5148897323,1151.73999
2011-09-30,50.6339144848,49.8752951832,136910200.0,50.8654241682,49.8569836829,1159.930054
2011-10-03,49.7510385735,48.9963431649,167274800.0,50.0479464725,48.8094350646,1131.209961
2011-10-04,48.992419272,48.7216706592,308419300.0,49.9380774703,46.3333278236,1097.420044
2011-10-05,48.1147752179,49.4737501391,196617400.0,49.6791005363,47.1259541973,1124.030029
2011-10-06,48.8302316971,49.3586492796,203145600.0,50.3278508355,48.6307017412,1144.109985
2011-10-07,49.1506829538,48.3685202947,133864500.0,49.4070439592,48.1970461732,1165.030029
2011-10-10,49.5836191414,50.8549604537,110628700.0,50.8549604537,49.4685182819,1158.150024
2011-10-11,51.3467550354,52.356503485,151421900.0,52.7345051714,51.2068028539,1194.599976
2011-10-12,53.2786183257,52.6050167045,155571500.0,53.5284395094,52.3368840203,1196.189941
2011-10-13,52.9699387478,53.4211864358,106546300.0,53.4211864358,52.6913423491,1206.959961
2011-10-14,54.5198764587,55.1960940085,143341800.0,55.1960940085,54.3158340259,1205.650024
2011-10-17,55.1620869364,54.9331931816,171511200.0,55.8108372356,54.4034676348,1224.469971
2011-10-18,55.164702865,55.227485152,220400600.0,55.5632003522,54.4100074564,1200.75
2011-10-19,52.4951477022,52.1380734447,276014900.0,53.419747675,52.0308203711,1223.459961
2011-10-20,52.3185725199,51.7051372571,137317600.0,52.3643512709,51.5612611827,1209.920044
2011-10-21,52.0700593004,51.3859939647,155311100.0,52.206087589,51.1087055304,1215.390015
2011-10-24,51.8189301523,53.0732679285,125534500.0,53.1687493234,51.7169089359,1238.719971
2011-10-25,52.9764785694,52.0268964781,107606800.0,53.1752891449,51.9758858699,1254.189941
2011-10-26,52.548774239,52.3970503787,114076200.0,52.6521034197,51.4227477619,1229.170044
2011-10-27,53.3073935405,52.9320077827,123666200.0,53.4957404016,52.5657777751,1243.969971
2011-10-28,52.7109618138,52.9660148548,80710700.0,53.1491298587,52.6468715625,1284.390015
2011-10-31,52.6350998837,52.9437794615,96375300.0,53.5389032239,52.4559087728,1284.959961
2011-11-01,51.9798097628,51.8620929747,132947500.0,52.2531743043,51.4317727157,1251.0
2011-11-02,52.3303441987,51.9798097628,81837700.0,52.3761229497,51.6789779709,1219.619995
2011-11-03,52.1969318388,52.720117564,110346600.0,52.7632803863,51.7116770787,1238.25
2011-11-04,52.5840892755,52.3499636634,75557300.0,52.7685122436,52.2087035176,1260.819946
2011-11-07,52.3068008411,52.2832574835,67568900.0,52.3185725199,51.8123903308,1253.209961
2011-11-08,52.6076326331,53.1334342869,100110500.0,53.3649439703,52.5226149527,1261.119995
2011-11-09,51.9222593331,51.7012133642,139671000.0,52.4349813438,51.5638771113,1275.180054
2011-11-10,51.930107119,50.3854012653,186188100.0,51.9536504766,49.9838562212,1229.589966
2011-11-11,50.5672083048,50.3069234065,163446500.0,50.8405728462,49.7366509661,1240.119995
2011-11-14,50.1630604117,49.6058545348,108226300.0,50.3893251582,49.4672103176,1263.849976
2011-11-15,49.807281039,50.8575763823,107702700.0,50.9452099913,49.6307058567,1251.699951
2011-11-16,50.9125108834,50.3265428712,87302600.0,51.1597161386,50.2676844771,1257.810059
2011-11-17,50.2232136905,49.3638811369,119975100.0,50.3016915493,49.1140599531,1236.560059
2011-11-18,49.5613837481,49.0408139515,92984500.0,49.7013359296,49.0329661657,1216.189941
2011-11-21,48.4469981534,48.2651911139,111995100.0,48.6144175855,47.8597221769,1215.619995
2011-11-22,48.5280919408,49.2461643487,102255300.0,49.4318952811,48.5176282263,1192.97998
2011-11-23,48.9845714861,48.0009823227,107067800.0,49.1585307397,47.9865947153,1187.47998
2011-11-25,48.1880212195,47.5536585277,63690200.0,48.5450954769,47.5209594198,1161.410034
2011-11-28,48.7020511945,49.1951537405,86603300.0,49.2736315993,48.4378424032,1158.670044
2011-11-29,49.1585307397,48.8132281611,93963800.0,49.5496120693,48.4208388672,1192.560059
2011-11-30,49.8713712903,49.9903960428,101484600.0,50.0003365716,49.4802899607,1196.719971
2011-12-01,50.0348668294,50.7398595941,96795300.0,50.8798117756,49.8007412174,1246.910034
2011-12-02,50.9883728136,50.9713692775,94763900.0,51.4853861729,50.8248772745,1246.030029
2011-12-05,51.4670877522,51.4043054651,89302500.0,51.8490133315,51.0613572223,1244.329956
2011-12-06,51.3389072495,51.1348648167,70899500.0,51.6161956838,50.9295144195,1257.189941
2011-12-07,51.0014524567,50.8915834544,76186600.0,51.1335568523,50.5871547606,1258.140015
2011-12-08,51.2002630323,51.0969338516,94089100.0,51.7299885791,51.0406913861,1260.869995
2011-12-09,51.3833780361,51.4840912882,74248300.0,51.5390257894,51.1453285312,1234.47998
2011-12-12,51.2303462115,51.2512736405,75266800.0,51.520714289,50.9386701697,1255.050049
2011-12-13,51.4029975008,50.8549604537,84732200.0,51.7169089359,50.6312985561,1236.829956
2011-12-14,50.5789799836,49.7274952159,101721900.0,50.6679215569,49.3991961733,1225.72998
2011-12-15,50.1381960101,49.5639996767,64050000.0,50.191822547,49.481597925,1212.119995
2011-12-16,49.7497306092,49.8360562538,105369600.0,50.2454490838,49.6464014285,1216.089966
2011-12-19,50.0257110792,49.9917040071,58882600.0,50.3370065857,49.7654261809,1219.73999
2011-12-20,50.7176242008,51.7888469731,84303800.0,51.8084664378,50.6522259852,1205.719971
2011-12-21,51.8856363323,51.8535912066,65737000.0,51.9654221554,51.2735090338,1241.25
2011-12-22,51.926183226,52.1289176945,50589700.0,52.2047796247,51.8084664378,1243.719971
2011-12-23,52.2780256262,52.7541246361,67349800.0,52.7881317083,52.2525203221,1254.0
2011-12-27,52.7240414569,53.1726732163,66269000.0,53.5075120804,52.7135777424,1265.02002
2011-12-28,53.2197599316,52.6638750985,57165500.0,53.3976430781,52.4938397379,1265.380005
2011-12-29,52.7632803863,52.9882502482,53994500.0,53.0575723568,52.3852786999,1249.75
2011-12-30,52.7776679938,52.9725546764,44915500.0,53.1399741085,52.7750520651,1262.819946
2012-01-03,53.5480589741,53.7874164434,75555200.0,53.9535279112,53.4957404016,1258.859985
2012-01-04,53.6265368329,54.0764765566,65005500.0,54.2386641314,53.5323634024,1277.030029
2012-01-05,54.2739791678,54.6768321762,67817400.0,54.7448463205,53.9757633045,1277.300049
2012-01-06,54.9044179667,55.248412581,79573200.0,55.294191332,54.8324799295,1280.930054
2012-01-09,55.6538945977,55.1607789721,98506100.0,55.9481734885,55.1110763282,1277.829956
2012-01-10,55.7075211345,55.3582815833,64549100.0,55.7192797337,55.1306957929,1280.77002
2012-01-11,55.2850355818,55.2680320457,53771200.0,55.3072709751,54.8442516083,1292.02002
2012-01-12,55.2327170093,55.1163081854,53146800.0,55.3138107967,54.7710056068,1292.47998
2012-01-13,54.8952622165,54.909649824,56505400.0,54.99335954,54.759233928,1294.819946
2012-01-17,55.4838461574,55.549244373,60724300.0,55.7179717694,55.3216585826,1290.219971
2012-01-18,55.8448443078,56.1260566351,69197800.0,56.1731433503,55.7585186631,1293.650024
2012-01-19,56.2620849236,55.9481734885,65434600.0,56.4215257734,55.7859859137,1308.069946
2012-01-20,55.9141664163,54.9737400753,103493600.0,55.9154743807,54.9018020381,1314.48999
2012-01-23,55.2837276175,55.9035719054,76515600.0,56.0397309904,55.2353329379,1315.290039
2012-01-24,55.6015760252,54.9881276827,136909500.0,55.6015760252,54.8756427518,1315.959961
2012-01-25,59.4391302399,58.4215340044,239578500.0,59.4404382042,58.0383004607,1314.400024
2012-01-26,58.6438879376,58.1560172488,80996300.0,58.700130403,57.9611305662,1326.280029
2012-01-27,58.1180862837,58.5026277918,74927300.0,58.6595835093,58.0435323179,1318.25
2012-01-30,58.2972773946,59.2520913431,94835300.0,59.368500167,58.2554225366,1316.160034
2012-01-31,59.5895461359,59.7059549597,97920900.0,59.9361566788,59.259939129,1313.530029
2012-02-01,59.9583920721,59.6680239946,67511500.0,60.0342540023,59.5843142786,1312.449951
2012-02-02,59.6300930296,59.5280718132,46699100.0,59.7962044973,59.3789638815,1324.23999
2012-02-03,59.8132080334,60.1245035399,71649900.0,60.1663583979,59.5856222429,1326.209961
2012-02-06,59.9544681792,60.6856202302,62353200.0,60.8177246258,59.931055618,1344.319946
2012-02-07,60.8530396622,61.3212908863,79055900.0,61.4416236031,60.7655368497,1344.329956
2012-02-08,61.5397209265,62.348042872,101972500.0,62.3624304794,61.4350837815,1347.040039
2012-02-09,62.8816923117,64.5048760241,221053700.0,64.9731272482,62.8555330254,1349.969971
2012-02-10,64.2158159109,64.5375751319,157825500.0,65.0869201434,63.9005965115,1351.209961
2012-02-13,65.3367413272,65.7382863713,129304000.0,65.8991659818,65.0175980348,1343.060059
2012-02-14,66.0077270197,66.63554989,115099600.0,66.6486295331,65.6598085125,1351.300049
2012-02-15,67.2633727602,65.093459965,376530000.0,68.8368538288,64.9914387485,1350.52002
2012-02-16,64.2864459838,65.6872757631,236138000.0,66.0378101989,63.6494673634,1342.609985
